,id,age,sport,years experience,hours training,ranking
8014,3020,18,Track and Field,3,13.93,0.69
8015,3021,14,Soccer,3,8.8,0.5
8016,3021,15,Soccer,4,11.16,0.74
8017,3021,14,Swimming,3,7.8,0.43
8018,3021,15,Swimming,4,10.53,0.7
8019,3021,15,Basketball,1,11.7,0.22
8020,3022,15,Track and Field,1,13.7,0.28
8021,3023,15,Basketball,1,10.7,0.16
8022,3023,16,Basketball,2,12.94,0.43
8023,3024,16,Swimming,1,15.0,0.35
8024,3024,17,Swimming,2,18.59,0.65
8025,3024,15,Track and Field,4,15.3,0.81
8026,3024,16,Track and Field,5,19.02,0.94
8027,3024,17,Track and Field,6,26.2,0.99
8028,3024,17,Soccer,1,11.3,0.16
8029,3025,15,Soccer,1,8.7,0.03
8030,3026,17,Basketball,1,14.3,0.27
8031,3026,18,Basketball,2,19.36,0.68
8032,3026,16,Soccer,1,8.0,0.01
8033,3026,17,Soccer,2,10.89,0.41
8034,3026,18,Soccer,3,14.32,0.7
8035,3028,16,Track and Field,1,11.0,0.18
8036,3028,14,Swimming,2,7.6,0.3
8037,3028,15,Swimming,3,10.6,0.59
8038,3028,16,Swimming,4,13.0,0.77
8039,3029,16,Swimming,1,11.0,0.13
8040,3029,16,Basketball,1,12.0,0.19
8041,3029,15,Soccer,2,7.9,0.35
8042,3029,16,Soccer,3,10.5,0.57
8043,3030,14,Soccer,3,13.8,0.68
8044,3031,17,Soccer,1,14.3,0.32
8045,3031,18,Soccer,2,16.27,0.54
8046,3031,16,Basketball,1,14.0,0.31
8047,3031,17,Basketball,2,15.43,0.58
8048,3031,18,Basketball,3,20.85,0.87
8049,3031,18,Track and Field,1,10.6,0.11
8050,3032,14,Swimming,4,14.0,0.79
8051,3033,16,Soccer,1,14.0,0.27
8052,3035,15,Swimming,2,11.9,0.42
8053,3035,15,Basketball,1,14.7,0.31
8054,3037,16,Basketball,1,13.0,0.25
8055,3037,17,Basketball,2,17.71,0.6
8056,3037,18,Basketball,3,24.78,0.89
8057,3037,18,Track and Field,1,10.6,0.15
8058,3038,15,Soccer,3,11.1,0.61
8059,3038,16,Soccer,4,14.2,0.8
8060,3038,16,Swimming,1,11.0,0.18
8061,3039,14,Soccer,3,7.8,0.39
8062,3040,14,Swimming,4,14.0,0.85
8063,3040,14,Soccer,3,7.8,0.39
8064,3040,14,Track and Field,4,11.0,0.74
8065,3041,16,Soccer,1,14.0,0.3
8066,3042,15,Basketball,4,10.3,0.71
8067,3042,16,Basketball,5,12.32,0.83
8068,3042,15,Swimming,4,9.3,0.67
8069,3042,16,Swimming,5,12.82,0.85
8070,3043,15,Track and Field,3,13.1,0.66
8071,3043,16,Track and Field,4,15.51,0.87
8072,3043,17,Track and Field,5,19.27,0.93
8073,3044,15,Soccer,2,7.9,0.35
8074,3044,16,Soccer,3,10.7,0.53
8075,3044,15,Basketball,4,15.3,0.86
8076,3044,16,Basketball,5,19.26,0.95
8077,3045,16,Basketball,1,10.0,0.09
8078,3045,17,Basketball,2,13.62,0.51
8079,3045,16,Swimming,1,13.0,0.21
8080,3045,17,Swimming,2,15.41,0.52
8081,3046,15,Swimming,2,12.9,0.48
8082,3046,16,Swimming,3,16.51,0.79
8083,3046,17,Swimming,4,22.11,0.95
8084,3046,16,Soccer,1,12.0,0.21
8085,3046,17,Soccer,2,13.86,0.47
8086,3047,15,Swimming,3,10.1,0.58
8087,3047,15,Basketball,2,9.9,0.36
8088,3047,15,Soccer,4,11.3,0.75
8089,3048,15,Track and Field,1,10.7,0.14
8090,3048,16,Track and Field,2,12.45,0.43
8091,3048,17,Track and Field,3,16.73,0.76
8092,3048,15,Basketball,3,8.1,0.43
8093,3048,16,Basketball,4,9.72,0.69
8094,3048,17,Basketball,5,12.6,0.84
8095,3049,14,Soccer,2,9.6,0.36
8096,3049,14,Swimming,2,7.6,0.34
8097,3049,14,Track and Field,2,12.6,0.45
8098,3051,15,Swimming,1,13.7,0.23
8099,3051,14,Soccer,4,15.0,0.85
8100,3051,15,Soccer,5,17.23,0.91
8101,3052,15,Soccer,3,13.1,0.68
8102,3052,15,Track and Field,1,7.7,0.0
8103,3053,17,Soccer,1,10.3,0.14
8104,3053,15,Track and Field,1,12.7,0.22
8105,3053,16,Track and Field,2,17.07,0.61
8106,3053,17,Track and Field,3,22.48,0.88
8107,3054,15,Swimming,1,9.7,0.08
8108,3054,14,Basketball,1,10.4,0.1
8109,3054,15,Basketball,2,12.4,0.43
8110,3054,14,Track and Field,4,13.0,0.78
8111,3054,15,Track and Field,5,16.08,0.92
8112,3055,15,Soccer,3,14.1,0.69
8113,3055,15,Track and Field,4,10.3,0.68
8114,3055,15,Swimming,1,10.7,0.13
8115,3057,15,Track and Field,1,12.7,0.24
8116,3057,16,Track and Field,2,15.66,0.52
8117,3057,16,Swimming,1,13.0,0.27
8118,3059,15,Soccer,1,10.7,0.17
8119,3059,16,Soccer,2,12.33,0.43
8120,3059,17,Soccer,3,16.83,0.74
8121,3059,18,Soccer,4,22.93,0.92
8122,3059,17,Swimming,1,15.3,0.34
8123,3059,18,Swimming,2,16.85,0.6
8124,3060,14,Track and Field,2,14.6,0.52
8125,3061,16,Soccer,1,13.0,0.29
8126,3061,17,Soccer,2,15.33,0.52
8127,3061,18,Soccer,3,18.27,0.77
8128,3061,18,Basketball,1,10.6,0.14
8129,3063,15,Soccer,3,12.1,0.65
8130,3063,16,Soccer,4,16.47,0.88
8131,3063,17,Soccer,5,22.4,0.97
8132,3064,17,Track and Field,1,11.3,0.2
8133,3064,16,Basketball,1,15.0,0.31
8134,3064,17,Basketball,2,17.62,0.59
8135,3064,17,Swimming,1,10.3,0.1
8136,3065,15,Track and Field,3,15.1,0.75
8137,3065,16,Track and Field,4,19.37,0.9
8138,3065,17,Track and Field,5,22.26,0.97
8139,3065,16,Basketball,1,10.0,0.08
8140,3065,17,Basketball,2,13.23,0.5
8141,3065,16,Swimming,1,11.0,0.15
8142,3065,17,Swimming,2,15.32,0.52
8143,3067,14,Track and Field,2,12.6,0.47
8144,3067,14,Swimming,4,8.0,0.53
8145,3069,15,Basketball,4,8.3,0.62
8146,3071,17,Basketball,1,14.3,0.32
8147,3071,18,Basketball,2,17.33,0.57
8148,3071,17,Track and Field,1,8.3,0.06
8149,3071,18,Track and Field,2,9.66,0.36
8150,3071,16,Swimming,1,12.0,0.23
8151,3071,17,Swimming,2,16.39,0.55
8152,3071,18,Swimming,3,22.83,0.89
8153,3073,14,Basketball,1,12.4,0.23
8154,3073,15,Basketball,2,15.5,0.58
8155,3073,16,Basketball,3,18.72,0.79
8156,3073,17,Basketball,4,21.78,0.92
8157,3073,17,Track and Field,1,8.3,0.02
8158,3074,15,Basketball,1,11.7,0.21
8159,3074,15,Track and Field,1,10.7,0.14
8160,3075,16,Soccer,1,11.0,0.12
8161,3075,17,Soccer,2,15.22,0.56
8162,3075,18,Soccer,3,20.26,0.8
8163,3076,14,Swimming,4,11.0,0.75
8164,3079,16,Swimming,1,15.0,0.31
8165,3079,15,Track and Field,2,7.9,0.35
8166,3079,16,Track and Field,3,9.69,0.51
8167,3080,14,Soccer,4,11.0,0.68
8168,3080,15,Soccer,5,15.23,0.91
8169,3080,15,Track and Field,1,8.7,0.06
8170,3080,14,Swimming,2,14.6,0.53
8171,3080,15,Swimming,3,18.17,0.8
8172,3081,15,Swimming,2,10.9,0.42
8173,3083,15,Swimming,1,10.7,0.14
8174,3083,16,Swimming,2,14.18,0.48
8175,3083,16,Basketball,1,15.0,0.32
8176,3084,15,Track and Field,1,11.7,0.18
8177,3086,17,Track and Field,1,14.3,0.26
8178,3087,14,Soccer,2,10.6,0.41
8179,3087,15,Soccer,3,12.01,0.59
8180,3087,16,Soccer,4,14.6,0.82
8181,3087,16,Swimming,1,13.0,0.29
8182,3089,17,Track and Field,1,14.3,0.32
8183,3089,16,Swimming,1,10.0,0.12
8184,3089,17,Swimming,2,13.68,0.47
8185,3090,14,Swimming,3,12.8,0.68
8186,3090,14,Basketball,2,13.6,0.46
8187,3091,14,Track and Field,1,12.4,0.22
8188,3093,15,Soccer,4,11.3,0.72
8189,3093,16,Soccer,5,15.39,0.88
8190,3093,17,Soccer,6,21.43,0.98
8191,3094,14,Track and Field,1,13.4,0.22
8192,3094,15,Track and Field,2,17.61,0.64
8193,3094,14,Soccer,1,14.4,0.27
8194,3094,15,Soccer,2,19.12,0.63
8195,3096,15,Basketball,1,11.7,0.16
8196,3096,15,Soccer,1,7.7,0.02
8197,3096,14,Track and Field,2,11.6,0.41
8198,3096,15,Track and Field,3,16.14,0.76
8199,3098,16,Soccer,1,12.0,0.18
8200,3098,17,Soccer,2,13.78,0.5
8201,3098,18,Soccer,3,18.32,0.77
8202,3099,14,Swimming,1,12.4,0.22
8203,3099,14,Basketball,2,14.6,0.51
8204,3099,14,Track and Field,2,14.6,0.49
8205,3100,15,Soccer,4,10.3,0.71
8206,3100,16,Soccer,5,12.83,0.85
8207,3100,17,Soccer,6,17.26,0.96
8208,3101,16,Track and Field,1,11.0,0.13
8209,3101,17,Track and Field,2,14.8,0.51
8210,3101,17,Basketball,1,10.3,0.09
8211,3102,17,Track and Field,1,8.3,0.05
8212,3102,16,Basketball,1,12.0,0.17
8213,3102,17,Basketball,2,15.49,0.52
8214,3103,17,Track and Field,1,15.3,0.34
8215,3103,16,Basketball,1,11.0,0.16
8216,3103,17,Basketball,2,13.33,0.45
8217,3104,15,Soccer,2,14.9,0.57
8218,3104,16,Soccer,3,17.98,0.81
8219,3104,17,Soccer,4,23.12,0.93
8220,3104,18,Soccer,5,26.84,0.98
8221,3105,16,Swimming,1,15.0,0.33
8222,3105,15,Track and Field,1,9.7,0.07
8223,3105,16,Track and Field,2,12.29,0.46
8224,3105,16,Soccer,1,8.0,0.04
8225,3106,15,Basketball,1,11.7,0.18
8226,3106,15,Track and Field,4,15.3,0.83
8227,3108,14,Track and Field,1,14.4,0.26
8228,3108,15,Track and Field,2,17.17,0.6
8229,3108,16,Track and Field,3,21.06,0.85
8230,3109,14,Basketball,2,13.6,0.47
8231,3110,16,Track and Field,1,15.0,0.32
8232,3110,17,Track and Field,2,19.05,0.62
8233,3110,16,Soccer,1,15.0,0.29
8234,3110,17,Soccer,2,20.03,0.65
8235,3110,15,Swimming,1,7.7,0.0
8236,3110,16,Swimming,2,9.35,0.38
8237,3110,17,Swimming,3,11.9,0.6
8238,3111,15,Soccer,3,9.1,0.5
8239,3111,15,Swimming,2,13.9,0.46
8240,3111,15,Basketball,3,10.1,0.56
8241,3113,15,Swimming,1,14.7,0.33
8242,3113,16,Swimming,2,20.51,0.72
8243,3113,17,Swimming,3,22.99,0.9
8244,3113,16,Track and Field,1,9.0,0.04
8245,3113,17,Track and Field,2,12.05,0.43
8246,3115,16,Swimming,1,8.0,0.02
8247,3115,17,Swimming,2,9.43,0.37
8248,3115,17,Track and Field,1,12.3,0.24
8249,3115,17,Soccer,1,10.3,0.12
8250,3116,15,Track and Field,1,9.7,0.11
8251,3121,15,Swimming,2,11.9,0.42
8252,3121,15,Basketball,2,9.9,0.36
8253,3121,15,Soccer,1,8.7,0.04
8254,3122,17,Basketball,1,14.3,0.31
8255,3122,16,Swimming,1,15.0,0.33
8256,3122,17,Swimming,2,20.5,0.69
8257,3123,15,Soccer,1,11.7,0.2
8258,3123,16,Soccer,2,14.26,0.47
8259,3123,17,Soccer,3,18.89,0.79
8260,3124,14,Soccer,3,9.8,0.51
8261,3124,14,Track and Field,4,9.0,0.63
8262,3125,15,Basketball,3,13.1,0.71
8263,3125,16,Basketball,4,17.41,0.9
8264,3125,15,Swimming,3,8.1,0.43
8265,3125,16,Swimming,4,11.14,0.73
8266,3126,15,Swimming,3,9.1,0.45
8267,3126,15,Basketball,3,10.1,0.53
8268,3126,15,Soccer,3,8.1,0.43
8269,3129,16,Track and Field,1,9.0,0.05
8270,3129,15,Swimming,2,8.9,0.36
8271,3129,16,Swimming,3,11.77,0.64
8272,3129,16,Soccer,1,14.0,0.32
8273,3130,16,Soccer,1,15.0,0.35
8274,3130,17,Soccer,2,20.11,0.67
8275,3130,17,Swimming,1,10.3,0.16
8276,3132,14,Track and Field,2,8.6,0.34
8277,3132,15,Track and Field,3,10.46,0.51
8278,3132,15,Soccer,1,12.7,0.26
8279,3132,14,Swimming,2,8.6,0.36
8280,3132,15,Swimming,3,11.67,0.6
8281,3134,18,Track and Field,1,14.6,0.32
8282,3134,18,Basketball,1,15.6,0.32
8283,3135,15,Basketball,1,8.7,0.06
8284,3135,16,Basketball,2,10.42,0.39
8285,3135,16,Track and Field,1,12.0,0.16
8286,3135,14,Swimming,4,14.0,0.83
8287,3135,15,Swimming,5,17.38,0.94
8288,3135,16,Swimming,6,22.51,0.98
8289,3136,15,Soccer,1,14.7,0.26
8290,3136,14,Track and Field,3,9.8,0.51
8291,3136,15,Track and Field,4,13.42,0.77
8292,3137,14,Swimming,4,12.0,0.73
8293,3137,14,Track and Field,3,12.8,0.63
8294,3139,15,Basketball,1,10.7,0.1
8295,3139,16,Basketball,2,14.2,0.49
8296,3139,16,Swimming,1,12.0,0.19
8297,3139,15,Soccer,1,8.7,0.07
8298,3139,16,Soccer,2,10.9,0.42
8299,3140,15,Soccer,1,7.7,0.04
8300,3140,16,Soccer,2,9.97,0.36
8301,3140,17,Soccer,3,12.75,0.61
8302,3140,18,Soccer,4,16.65,0.85
8303,3140,15,Track and Field,2,14.9,0.51
8304,3140,16,Track and Field,3,17.71,0.8
8305,3140,17,Track and Field,4,19.84,0.9
8306,3140,18,Track and Field,5,27.1,0.98
8307,3140,16,Swimming,1,14.0,0.25
8308,3140,17,Swimming,2,15.57,0.56
8309,3140,18,Swimming,3,18.62,0.83
8310,3141,15,Basketball,2,11.9,0.4
8311,3141,16,Basketball,3,15.91,0.77
8312,3141,16,Swimming,1,12.0,0.24
8313,3145,15,Track and Field,1,12.7,0.22
8314,3145,15,Soccer,4,14.3,0.84
8315,3147,16,Swimming,1,11.0,0.16
8316,3147,16,Track and Field,1,11.0,0.15
8317,3147,16,Soccer,1,13.0,0.27
8318,3148,15,Track and Field,1,7.7,0.0
8319,3148,16,Track and Field,2,9.38,0.37
8320,3148,14,Swimming,1,12.4,0.21
8321,3148,15,Swimming,2,14.91,0.51
8322,3148,16,Swimming,3,17.37,0.76
8323,3150,17,Swimming,1,11.3,0.16
8324,3152,16,Track and Field,1,8.0,0.01
8325,3152,17,Track and Field,2,8.95,0.35
8326,3153,17,Soccer,1,9.3,0.1
8327,3154,15,Swimming,3,9.1,0.49
8328,3155,16,Swimming,1,12.0,0.21
8329,3156,16,Swimming,1,12.0,0.22
8330,3157,14,Soccer,3,12.8,0.66
8331,3157,15,Soccer,4,17.25,0.88
8332,3157,16,Soccer,5,22.08,0.96
8333,3157,17,Soccer,6,25.14,0.99
8334,3159,15,Soccer,1,10.7,0.16
8335,3159,15,Swimming,1,12.7,0.28
8336,3160,16,Basketball,1,12.0,0.22
8337,3160,17,Basketball,2,16.78,0.62
8338,3161,14,Soccer,4,13.0,0.78
8339,3161,14,Track and Field,1,8.4,0.06
8340,3162,17,Basketball,1,15.3,0.28
8341,3163,14,Basketball,1,10.4,0.1
8342,3163,15,Basketball,2,13.61,0.49
8343,3163,16,Basketball,3,18.05,0.78
8344,3163,17,Basketball,4,21.01,0.92
8345,3163,14,Soccer,3,10.8,0.55
8346,3163,15,Soccer,4,12.52,0.76
8347,3163,16,Soccer,5,16.55,0.93
8348,3163,17,Soccer,6,21.21,0.98
8349,3164,15,Soccer,4,15.3,0.86
8350,3164,16,Soccer,5,17.09,0.94
8351,3164,17,Soccer,6,23.23,0.98
8352,3164,16,Track and Field,1,11.0,0.17
8353,3164,17,Track and Field,2,12.11,0.42
8354,3164,16,Swimming,1,14.0,0.27
8355,3164,17,Swimming,2,16.27,0.57
8356,3165,15,Basketball,4,12.3,0.76
8357,3165,15,Track and Field,3,12.1,0.6
8358,3166,15,Basketball,1,10.7,0.11
8359,3166,16,Basketball,2,12.03,0.43
8360,3167,16,Basketball,1,13.0,0.25
8361,3167,14,Swimming,4,8.0,0.55
8362,3167,15,Swimming,5,9.61,0.74
8363,3167,16,Swimming,6,12.04,0.91
8364,3168,15,Soccer,1,12.7,0.24
8365,3168,14,Swimming,1,12.4,0.24
8366,3168,15,Swimming,2,14.36,0.54
8367,3168,15,Track and Field,1,9.7,0.1
8368,3169,15,Swimming,1,10.7,0.17
8369,3169,16,Swimming,2,12.83,0.44
8370,3169,16,Track and Field,1,11.0,0.14
8371,3169,16,Soccer,1,9.0,0.07
8372,3171,15,Track and Field,1,9.7,0.12
8373,3171,15,Soccer,4,11.3,0.71
8374,3171,15,Basketball,4,13.3,0.82
8375,3172,15,Basketball,1,8.7,0.04
8376,3172,16,Basketball,2,10.19,0.39
8377,3172,17,Basketball,3,11.71,0.64
8378,3173,16,Basketball,1,8.0,0.02
8379,3173,16,Soccer,1,12.0,0.16
8380,3173,15,Track and Field,4,8.3,0.56
8381,3173,16,Track and Field,5,9.94,0.77
8382,3174,16,Basketball,1,14.0,0.29
8383,3174,17,Basketball,2,17.23,0.6
8384,3174,17,Soccer,1,12.3,0.2
8385,3175,15,Swimming,1,14.7,0.31
8386,3175,16,Swimming,2,19.04,0.65
8387,3175,17,Swimming,3,24.56,0.88
8388,3176,14,Soccer,2,7.6,0.28
8389,3176,15,Soccer,3,9.75,0.48
8390,3176,16,Soccer,4,12.6,0.77
8391,3176,14,Swimming,4,15.0,0.86
8392,3176,15,Swimming,5,19.24,0.96
8393,3176,16,Swimming,6,24.2,0.99
8394,3176,15,Track and Field,1,14.7,0.27
8395,3176,16,Track and Field,2,18.84,0.68
8396,3177,17,Soccer,1,12.3,0.24
8397,3179,16,Soccer,1,9.0,0.05
8398,3179,16,Basketball,1,11.0,0.16
8399,3179,15,Track and Field,1,7.7,0.03
8400,3179,16,Track and Field,2,9.12,0.35
8401,3180,17,Soccer,1,9.3,0.09
8402,3180,18,Soccer,2,12.38,0.42
8403,3181,15,Swimming,1,11.7,0.19
8404,3181,14,Basketball,4,9.0,0.58
8405,3181,15,Basketball,5,11.31,0.8
8406,3181,14,Soccer,4,15.0,0.82
8407,3181,15,Soccer,5,18.12,0.92
8408,3182,17,Swimming,1,12.3,0.21
8409,3182,15,Track and Field,1,14.7,0.32
8410,3182,16,Track and Field,2,18.35,0.65
8411,3182,17,Track and Field,3,24.45,0.88
8412,3183,15,Soccer,1,11.7,0.17
8413,3183,16,Soccer,2,14.64,0.49
8414,3183,17,Soccer,3,19.55,0.8
8415,3183,18,Soccer,4,21.84,0.94
8416,3184,17,Soccer,1,13.3,0.21
8417,3184,17,Swimming,1,15.3,0.34
8418,3186,16,Basketball,1,10.0,0.1
8419,3186,17,Basketball,2,11.43,0.4
8420,3186,14,Track and Field,3,11.8,0.58
8421,3186,15,Track and Field,4,15.46,0.82
8422,3186,16,Track and Field,5,17.18,0.92
8423,3186,17,Track and Field,6,23.19,0.99
8424,3186,16,Soccer,1,13.0,0.21
8425,3186,17,Soccer,2,16.7,0.56
8426,3187,17,Soccer,1,8.3,0.05
8427,3187,17,Swimming,1,11.3,0.14
8428,3187,15,Track and Field,1,11.7,0.21
8429,3187,16,Track and Field,2,14.77,0.49
8430,3187,17,Track and Field,3,20.57,0.87
8431,3188,15,Track and Field,4,8.3,0.56
8432,3188,16,Track and Field,5,9.66,0.74
8433,3188,16,Soccer,1,10.0,0.12
8434,3188,16,Basketball,1,13.0,0.24
8435,3191,14,Track and Field,1,12.4,0.2
8436,3191,15,Track and Field,2,17.3,0.56
8437,3192,14,Basketball,4,11.0,0.75
8438,3192,15,Basketball,5,12.3,0.87
8439,3193,16,Swimming,1,11.0,0.15
8440,3193,17,Swimming,2,12.75,0.45
8441,3193,17,Soccer,1,12.3,0.18
8442,3193,16,Track and Field,1,15.0,0.31
8443,3193,17,Track and Field,2,19.09,0.64
8444,3194,15,Track and Field,1,10.7,0.15
8445,3194,16,Track and Field,2,12.85,0.49
8446,3194,17,Track and Field,3,14.38,0.69
8447,3194,14,Swimming,1,12.4,0.22
8448,3194,15,Swimming,2,16.44,0.56
8449,3194,16,Swimming,3,21.04,0.88
8450,3194,17,Swimming,4,27.2,0.96
8451,3194,14,Basketball,3,14.8,0.73
8452,3194,15,Basketball,4,20.5,0.91
8453,3194,16,Basketball,5,26.82,0.98
8454,3194,17,Basketball,6,30.64,1.0
8455,3195,14,Track and Field,3,8.8,0.46
8456,3195,15,Track and Field,4,10.44,0.66
8457,3195,16,Track and Field,5,13.39,0.89
8458,3196,15,Track and Field,4,11.3,0.74
8459,3196,16,Track and Field,5,13.54,0.87
8460,3196,17,Track and Field,6,15.46,0.95
8461,3196,15,Swimming,1,13.7,0.3
8462,3196,16,Swimming,2,16.29,0.59
8463,3196,17,Swimming,3,20.69,0.85
8464,3196,15,Basketball,3,13.1,0.67
8465,3196,16,Basketball,4,17.59,0.87
8466,3196,17,Basketball,5,21.74,0.97
8467,3197,14,Swimming,2,7.6,0.31
8468,3197,14,Track and Field,3,9.8,0.55
8469,3197,14,Soccer,4,15.0,0.83
8470,3198,15,Track and Field,1,7.7,0.02
8471,3198,15,Swimming,1,12.7,0.27
8472,3199,16,Track and Field,1,8.0,0.01
8473,3199,17,Track and Field,2,9.46,0.35
8474,3200,16,Track and Field,1,13.0,0.22
8475,3200,16,Swimming,1,12.0,0.19
8476,3202,15,Swimming,1,9.7,0.12
8477,3202,15,Basketball,3,15.1,0.72
8478,3204,15,Soccer,1,12.7,0.18
8479,3204,16,Soccer,2,14.41,0.47
8480,3204,16,Basketball,1,12.0,0.21
8481,3205,15,Track and Field,1,7.7,0.0
8482,3205,15,Soccer,4,14.3,0.84
8483,3207,16,Swimming,1,13.0,0.25
8484,3207,15,Basketball,3,11.1,0.55
8485,3207,16,Basketball,4,14.62,0.84
8486,3208,14,Swimming,2,10.6,0.4
8487,3208,15,Swimming,3,14.17,0.71
8488,3208,15,Soccer,1,8.7,0.04
8489,3209,14,Basketball,3,7.8,0.45
8490,3209,15,Basketball,4,9.01,0.58
8491,3209,16,Basketball,5,10.3,0.76
8492,3209,17,Basketball,6,12.59,0.91
8493,3210,15,Track and Field,1,13.7,0.3
8494,3210,16,Track and Field,2,16.03,0.57
8495,3210,14,Swimming,3,10.8,0.55
8496,3210,15,Swimming,4,13.14,0.79
8497,3210,16,Swimming,5,14.98,0.9
8498,3210,15,Basketball,1,8.7,0.06
8499,3210,16,Basketball,2,10.38,0.37
8500,3211,15,Soccer,4,10.3,0.69
8501,3211,16,Soccer,5,12.15,0.82
8502,3211,17,Soccer,6,13.52,0.89
8503,3211,15,Swimming,3,9.1,0.52
8504,3211,16,Swimming,4,11.64,0.76
8505,3211,17,Swimming,5,15.34,0.92
8506,3211,15,Basketball,2,9.9,0.36
8507,3211,16,Basketball,3,12.7,0.66
8508,3211,17,Basketball,4,15.0,0.85
8509,3212,15,Basketball,4,8.3,0.58
8510,3212,15,Soccer,2,9.9,0.37
8511,3213,15,Track and Field,1,10.7,0.11
8512,3213,16,Track and Field,2,12.84,0.42
8513,3213,14,Basketball,4,14.0,0.8
8514,3213,15,Basketball,5,16.89,0.93
8515,3213,16,Basketball,6,19.73,0.97
8516,3215,17,Basketball,1,8.3,0.02
8517,3215,18,Basketball,2,10.79,0.42
8518,3215,18,Soccer,1,10.6,0.11
8519,3215,16,Track and Field,1,14.0,0.32
8520,3215,17,Track and Field,2,19.41,0.66
8521,3215,18,Track and Field,3,26.15,0.9
8522,3216,14,Soccer,2,7.6,0.34
8523,3216,14,Track and Field,1,7.4,0.0
8524,3217,15,Swimming,1,10.7,0.1
8525,3217,16,Swimming,2,11.91,0.46
8526,3217,16,Track and Field,1,8.0,0.02
8527,3217,14,Soccer,1,8.4,0.07
8528,3217,15,Soccer,2,11.4,0.43
8529,3217,16,Soccer,3,14.32,0.7
8530,3219,15,Swimming,1,13.7,0.3
8531,3219,16,Swimming,2,19.04,0.66
8532,3219,17,Swimming,3,21.44,0.86
8533,3220,17,Basketball,1,14.3,0.29
8534,3221,14,Swimming,2,8.6,0.36
8535,3221,14,Track and Field,1,12.4,0.17
8536,3221,14,Soccer,1,12.4,0.21
8537,3222,15,Basketball,3,14.1,0.71
8538,3222,16,Basketball,4,16.06,0.88
8539,3222,15,Track and Field,4,8.3,0.55
8540,3222,16,Track and Field,5,11.32,0.81
8541,3222,15,Swimming,2,12.9,0.47
8542,3222,16,Swimming,3,17.45,0.8
8543,3223,17,Basketball,1,13.3,0.21
8544,3223,18,Basketball,2,15.57,0.53
8545,3225,15,Basketball,3,13.1,0.63
8546,3225,15,Soccer,3,10.1,0.55
8547,3226,15,Track and Field,1,12.7,0.21
8548,3226,16,Track and Field,2,15.61,0.53
8549,3226,17,Track and Field,3,21.5,0.86
8550,3226,18,Track and Field,4,26.14,0.96
8551,3226,16,Soccer,1,12.0,0.19
8552,3226,17,Soccer,2,13.22,0.51
8553,3226,18,Soccer,3,14.77,0.72
8554,3226,16,Basketball,1,8.0,0.01
8555,3226,17,Basketball,2,10.66,0.41
8556,3226,18,Basketball,3,12.66,0.66
8557,3227,15,Basketball,1,10.7,0.12
8558,3227,16,Basketball,2,13.58,0.47
8559,3227,17,Basketball,3,18.84,0.84
8560,3227,14,Swimming,4,9.0,0.63
8561,3227,15,Swimming,5,10.57,0.77
8562,3227,16,Swimming,6,12.5,0.91
8563,3227,17,Swimming,7,14.91,0.96
8564,3228,14,Soccer,1,10.4,0.09
8565,3228,14,Track and Field,4,14.0,0.77
8566,3228,14,Swimming,2,11.6,0.44
8567,3229,15,Track and Field,3,10.1,0.54
8568,3229,15,Swimming,3,15.1,0.73
8569,3230,15,Basketball,1,7.7,0.03
8570,3230,16,Basketball,2,8.61,0.35
8571,3231,14,Track and Field,3,8.8,0.44
8572,3231,15,Track and Field,4,10.53,0.72
8573,3231,16,Track and Field,5,13.95,0.86
8574,3231,17,Track and Field,6,17.91,0.97
8575,3231,14,Soccer,4,10.0,0.68
8576,3231,15,Soccer,5,12.61,0.84
8577,3231,16,Soccer,6,16.68,0.96
8578,3231,17,Soccer,7,21.3,0.99
8579,3232,18,Track and Field,1,10.6,0.1
8580,3232,15,Soccer,2,10.9,0.42
8581,3232,16,Soccer,3,13.63,0.66
8582,3232,17,Soccer,4,15.66,0.85
8583,3232,18,Soccer,5,21.2,0.96
8584,3232,15,Basketball,2,11.9,0.41
8585,3232,16,Basketball,3,15.82,0.73
8586,3232,17,Basketball,4,20.79,0.9
8587,3232,18,Basketball,5,25.08,0.98
8588,3233,15,Basketball,2,14.9,0.56
8589,3233,16,Basketball,3,18.68,0.83
8590,3233,17,Basketball,4,24.5,0.94
8591,3233,18,Basketball,5,26.97,0.98
8592,3233,16,Track and Field,1,9.0,0.03
8593,3233,17,Track and Field,2,11.5,0.41
8594,3233,18,Track and Field,3,13.3,0.63
8595,3234,16,Basketball,1,9.0,0.07
8596,3235,15,Basketball,2,7.9,0.32
8597,3235,15,Track and Field,4,13.3,0.78
8598,3236,17,Soccer,1,9.3,0.09
8599,3236,15,Basketball,1,10.7,0.11
8600,3236,16,Basketball,2,13.45,0.46
8601,3236,17,Basketball,3,15.77,0.78
8602,3236,16,Swimming,1,11.0,0.16
8603,3236,17,Swimming,2,14.0,0.54
8604,3237,14,Swimming,2,13.6,0.45
8605,3237,15,Swimming,3,18.77,0.82
8606,3238,16,Basketball,1,14.0,0.25
8607,3238,17,Basketball,2,17.62,0.65
8608,3238,18,Basketball,3,24.66,0.88
8609,3239,15,Track and Field,2,13.9,0.51
8610,3239,16,Track and Field,3,17.01,0.75
8611,3239,17,Track and Field,4,23.39,0.92
8612,3239,16,Soccer,1,14.0,0.32
8613,3239,17,Soccer,2,16.07,0.57
8614,3239,15,Basketball,3,10.1,0.53
